,title,img_path,hashtag,colors
660,활동성 최고,./image/image_661.jpg,"['겨울', '스포츠', '네파', '등산/트레킹화', '등산용품', '레깅스', '블랙야크', '숏 패딩/숏 헤비 아우터', '아크테릭스', '웨이스트 백', '코오롱스포츠', '후드 티셔츠', '스포티', '등산', '캠핑', '심볼', '플리스']","[[ 46  46  48]
 [118 102  68]
 [147 153 177]
 [234 241 255]]"
661,스포티해!,./image/image_662.jpg,"['겨울', '스포츠', '기타 바지', '기타 아우터', '기타 점퍼/재킷', '노스페이스', '등산/트레킹화', '머렐', '보스턴/드럼/더플백', '블랙야크', '하프 패딩/하프 헤비 아우터', '스포티', '등산', '캠핑', '로고플레이', '퍼']","[[ 16  16  16]
 [255 255 255]
 [ 95  74  57]]"
662,남다른 디테일,./image/image_663.jpg,"['겨울', '스포츠', '네파', '등산/트레킹화', '맨투맨/스웨트셔츠', '백팩', '숏 패딩/숏 헤비 아우터', '스노우피크 어패럴', '조거 팬츠', '컬럼비아', '코오롱스포츠', '트루퍼', '스포티', '등산', '캠핑', '로고플레이']","[[186 188 183]
 [ 35  41  53]]"
663,윈터 아웃도어 룩,./image/image_664.jpg,"['겨울', '스포츠', '기타 아우터', '기타 점퍼/재킷', '등산/트레킹화', '등산용품', '머렐', '블랙다이아몬드', '블랙야크', '숏 패딩/숏 헤비 아우터', '아크테릭스', '웨이스트 백', '조거 팬츠', '코오롱스포츠', '스포티', '등산', '캠핑', '심볼', '퍼']",[]
664,워너비 스타일,./image/image_665.jpg,"['겨울', '캐주얼', '니트/스웨터', '데님 팬츠', '덴메이드', '르마인', '메신저/크로스 백', '솔리버티', '숏패딩/숏헤비 아우터', '안경', '어반디타입', '캔버스/단화', '펀더멘탈', '프라이', '스트라이프', '스티치']","[[ 45  48  55]
 [243 241 203]
 [143 122 103]
 [193 187  91]
 [ 86  45  17]]"
665,편하게 즐겨봐,./image/image_666.jpg,"['겨울', '캐주얼', '글림퍼', '디나이언트', '백팩', '숏패딩/숏헤비 아우터', '슬로우 레코드 하우스', '예스아이씨', '캡/야구 모자', '커버낫', '크레이터스', '트레이닝/조거 팬츠', '패션스니커즈화', '후드 티셔츠', '로고플레이', '꾸안꾸', '퀼팅', '편안한', '핀턱', '모노톤', '캠퍼스', '와이드핏']","[[ 35  35  35]
 [108 109 104]]"
666,뉴트럴 아메카지,./image/image_667.jpg,"['겨울', '아메리칸 캐주얼', '구두', '기타 바지', '맨투맨/스웨트셔츠', '메신저/크로스 백', '모카신/보트 슈즈', '뮤지엄바이비컨', '브랜즈', '사파리/헌팅 재킷', '셔츠/블라우스', '아날로그무드', '안경', '유니폼브릿지', '코프위', '프리즘웍스', '필루미네이트', '뉴트럴톤', '레터링', '벌룬핏', '아메카지', '핀턱', '코듀로이', '레이어드룩']","[[ 74  78  63]
 [  0   2   0]
 [255 254 251]]"
667,출근하는 길,./image/image_668.jpg,"['겨울', '포멀', '겨울 더블 코트', '구두', '니트/스웨터', '디더블유에스 컴퍼니', '람브레타시계', '르마드', '슈트 팬츠/슬랙스', '스튜디오 톰보이', '엘칸토', '쿼츠 아날로그', '토트백', '트립르센스', '모노톤', '미니멀', '단정한', '출근룩', '핀턱']",[[30 29 27]]
668,부담 없는 조합,./image/image_669.jpg,"['겨울', '캐주얼', '낫포너드', '더 아이덴티티 프로젝트', '더블에이씨', '로드', '리', '맨투맨/스웨트셔츠', '메신저/크로스 백', '비니', '숏패딩/숏헤비 아우터', '제너', '캔버스/단화', '트레이닝/조거 팬츠', '퀼팅', '그래픽', '로고플레이', '올블랙', '꾸안꾸', '키높이', '카고', '편안한']","[[21 21 23]
 [93 93 95]]"
669,스트릿 바이브,./image/image_670.jpg,"['겨울', '스트릿', '꼼파뇨', '니트/스웨터', '데님 팬츠', '디스이즈네버댓', '메신저/크로스 백', '바이시클트로피', '블랙엔드', '비니', '스타디움 재킷', '이우가마카라스', '팔찌', '플레어업', '유니크', '힙합', '심볼', '체인', '와펜', '절개']","[[ 26  25  23]
 [255 253 255]
 [ 95  98 105]]"
670,취향 저격,./image/image_671.jpg,"['겨울', '캐주얼', '겨울 기타 코트', '데님 팬츠', '메신저/크로스 백', '메인부스', '베스트', '비슬로우', '세미콜론 아이웨어', '셔츠/블라우스', '안경', '오버다인', '척', '캔버스/단화', '트릴리온', '플림스', '레이어드룩', '핀턱', ' 더플코트']","[[ 56  54  67]
 [255 255 246]
 [232 188 139]
 [116  99  71]
 [ 45  25  96]]"
671,멋스럽게 외출,./image/image_672.jpg,"['겨울', '댄디', '니트/스웨터', '데님 팬츠', '베드포드일레븐스', '블루종/MA-1', '솔티', '숄더백', '시아르고', '엠오오', '유앤엘씨', '캔버스/단화', '코앤크릿', '쿼츠 아날로그', '데이트', '미니멀', '워싱']","[[93 94 98]
 [ 0  1  7]]"
672,편하게 완성,./image/image_673.jpg,"['겨울', '캐주얼', '더바이닐하우스', '맨투맨/스웨트셔츠', '백팩', '블루종/MA-1', '시캡', '어나더페이지', '캉골', '캡/야구 모자', '커스텀멜로우', '트레이닝/조거 팬츠', '패션스니커즈화', '플림스', '편안한', '꾸안꾸', '캠퍼스', '그래픽', '로고플레이', '모노톤']","[[ 42  41  37]
 [226 225 231]
 [139 138 144]
 [182 190 141]]"
673,차분한 이미지,./image/image_674.jpg,"['겨울', '포멀', '겨울 싱글 코트', '구두', '넌블랭크', '로퍼', '셔츠/블라우스', '슈트/블레이저 재킷', '올투스 바스터즈', '쿼츠 아날로그', '크리스챤모드', '탠디', '토마스 베일리', '토트백', '헤지스 맨 액세서리', '단정한', '출근룩', '모노톤', '셋업코디', ' 싱글코트']","[[ 71  71  71]
 [222 224 239]]"
674,훈훈하게 완성,./image/image_675.jpg,"['겨울', '캐주얼', '겨울 기타 코트', '니트/스웨터', '다이아몬드 레이라', '데님 팬츠', '데이', '라퍼지스토어', '뷰맵', '셔츠/블라우스', '슈페너', '안경', '에코백', '예일', '오버다인', '캔버스/단화', '레이어드룩', '워싱', '남친룩']","[[146 147 151]
 [ 16  16  16]
 [ 60  81 112]
 [227 233 255]
 [  7  19  77]
 [211 211 157]
 [ 68  81 196]
 [111  66  61]
 [109 124  59]]"
675,꾸안꾸가 대세,./image/image_676.jpg,"['겨울', '캐주얼', '드라이프', '디키즈', '라퍼지스토어', '맨투맨/스웨트셔츠', '백팩', '숏패딩/숏헤비 아우터', '예일', '와릿이즌', '캔버스/단화', '캡/야구 모자', '코튼 팬츠', '필루미네이트', '퀼팅', '핀턱', '모노톤', '로고플레이', '캠퍼스', '꾸안꾸']","[[ 34  34  34]
 [225 226 231]
 [123 124 128]]"
676,등산 마니아,./image/image_677.jpg,"['겨울', '스포츠', '네파', '노스페이스', '등산/트레킹화', '등산용품', '머렐', '백팩', '블랙다이아몬드', '숏 패딩/숏 헤비 아우터', '일자 팬츠', '코오롱스포츠', '플리스', '등산', '스포티', '캠핑', '그래픽']","[[221 226 220]
 [ 41  41  39]
 [119 138 136]
 [ 25  72 114]
 [  0 153 240]
 [107 204 237]
 [105  29  57]
 [ 84  44   9]
 [255 222 149]
 [147 105 141]
 [ 65  25  98]]"
677,디테일이 돋보여,./image/image_678.jpg,"['겨울', '스포츠', '네파', '등산/트레킹화', '머렐', '백팩', '블랙다이아몬드', '비니', '숏 패딩/숏 헤비 아우터', '일자 팬츠', '코오롱스포츠', '후드 티셔츠', '스포티', '등산', '캠핑']","[[ 37  47  59]
 [226 227 221]
 [122 120 123]]"
678,활동성 보장,./image/image_679.jpg,"['겨울', '스포츠', '기타 바지', '네파', '등산/트레킹화', '롱 패딩/롱 헤비 아우터', '백팩', '볼캡', '아크테릭스', '캡/야구 모자', '컬럼비아', '코오롱스포츠', '후드 티셔츠', '스포티', '등산', '캠핑', '심볼', '플리스']","[[ 32  32  32]
 [235 233 212]
 [131 133 112]
 [117  97  26]
 [ 14  51   8]
 [ 31  14  66]
 [208 181 114]]"
679,추천 아웃도어 룩,./image/image_680.jpg,"['겨울', '스포츠', '네파', '등산/트레킹화', '등산용품', '블랙다이아몬드', '비니', '숏 패딩/숏 헤비 아우터', '일자 팬츠', '코오롱스포츠', '후드 티셔츠', '스포티', '등산', '캠핑']","[[ 38  38  38]
 [119 119 119]
 [255 255 255]
 [ 90  99  46]
 [ 50  37  83]]"
680,에너지 넘치게!,./image/image_681.jpg,"['겨울', '스포츠', '등산/트레킹화', '등산용품', '롱 패딩/롱 헤비 아우터', '백팩', '블랙다이아몬드', '아크테릭스', '일자 팬츠', '코오롱스포츠', '후드 티셔츠', '스포티', '등산', '심볼', '캠핑', '모노톤']","[[ 31  31  31]
 [245 245 245]
 [151 151 151]
 [ 44  87 129]
 [160 121  54]
 [ 62  76  23]
 [243 211 134]
 [ 95  45  10]
 [ 33  21  69]]"
681,데일리로 제격,./image/image_682.jpg,"['겨울', '캐주얼', '데님 팬츠', '반스', '비니', '숄더백', '스타디움 재킷', '언더컨트롤', '척', '카네이테이', '캔버스/단화', '트릴리온', '팀코믹스', '후드 티셔츠', '레터링', '래글런', '워싱', '컬러블록', '로고플레이']","[[ 18  18  18]
 [ 93 105 101]
 [ 97 178 101]
 [ 31  68  25]
 [239 196 241]
 [221 233 167]
 [ 82  34  72]
 [ 85 212  71]]"
682,시크한 감각,./image/image_683.jpg,"['겨울', '시크', '기타 바지', '긴소매 티셔츠', '던스트 포 우먼', '러닝하이', '레더/라이더스 재킷', '마뗑킴', '목걸이/펜던트', '부츠', '세릭', '숄더백', '아프로포', '알도', '부츠컷', '레더', '모노톤']","[[ 29  28  26]
 [101 100  96]]"
683,디테일 더하기,./image/image_684.jpg,"['겨울', '캐주얼', '데님 팬츠', '맨투맨/스웨트셔츠', '밀리언코르', '숄더백', '스타디움 재킷', '슬리퍼', '어그', '오아이오아이', '이스트쿤스트', '현킴', '그래픽', '워싱', '컬러블록']","[[ 38  31  25]
 [110 129 161]
 [196 179 249]
 [ 87  87  33]
 [ 79  54  93]
 [238 242 181]]"
684,우아한 실루엣,./image/image_685.jpg,"['겨울', '로맨틱', '귀걸이', '기타 아우터', '긴소매 티셔츠', '롱스커트', '리올그', '미니골드', '부츠', '숄더백', '스퍼', '아르카익', '코이무이', '하가히', '뉴트럴톤', '트위드', '플리츠', '소개팅', '데이트', '하객', '화사한', '맥시', '우아한']","[[230 227 218]
 [ 13   0   0]
 [160 125  61]
 [ 77  58  28]
 [240 189  71]]"
685,스웨트셔츠 활용법,./image/image_686.jpg,"['겨울', '캐주얼', '23.65', '네스티팜', '더블유브이프로젝트', '롱스커트', '맨투맨/스웨트셔츠', '메신저/크로스 백', '숏패딩/숏헤비 아우터', '캔버스/단화', '크로스백', '플리즈프로젝트', '헤인트', '모노톤', '레터링', '퀼팅', '맥시', 'H라인']",[[37 38 40]]
686,힙하게 입자!,./image/image_687.jpg,"['겨울', '스트릿', '메신저/크로스 백', '세릭', '숏패딩/숏헤비 아우터', '슬로우애시드', '써티투던', '오디너리홀리데이', '이우가마카라스', '코튼 팬츠', '크로스백', '팔찌', '후드 티셔츠', '유니크', '힙합', '그래픽', '심볼', '래글런', '글로시']","[[ 34  34  34]
 [ 99  93  59]
 [251 255 255]]"
687,하나로 끝내기,./image/image_688.jpg,"['겨울', '캐주얼', '기타 스니커즈', '로아드로아', '백팩', '예일', '척', '캡/야구 모자', '타입서비스', '플리스/뽀글이', '후드 티셔츠', '힐탑', '셋업코디', '꾸안꾸', '로고플레이', '편안한', '캠퍼스', '플리스']","[[233 233 241]
 [  1   0   0]
 [151 176 147]
 [100 100 108]
 [ 36  33  76]]"
688,분위기에 반해,./image/image_689.jpg,"['겨울', '로맨틱', '니트/스웨터', '데님 팬츠', '디어니스', '목걸이/펜던트', '부츠', '숄더백', '슈트/블레이저 재킷', '아떼 바네사브루노', '에잇세컨즈', '지니킴', '커렌트', '타티아나', '데이트', '소개팅', '하객', '오프숄더', '부츠컷']","[[ 39  39  49]
 [ 89  76  44]
 [255 255 244]
 [251 215 141]]"
689,스타일리시해,./image/image_690.jpg,"['걸리시', '겨울', '귀걸이', '니트/스웨터', '라티젠', '로씨로씨', '마리끌레르', '마지셔우드', '미니스커트', '부츠', '숄더백', '숏패딩/숏헤비 아우터', '스윙셋', '앱토', '여친룩', '짧치', '컬러블록', '플리츠', '롱부츠']","[[ 23  19  16]
 [ 95  96 101]
 [206 199 230]
 [184 163  74]
 [ 23   0  49]]"
690,윈터 캐주얼 룩,./image/image_691.jpg,"['겨울', '캐주얼', '데님 팬츠', '락피쉬웨더웨어', '맨투맨/스웨트셔츠', '부츠', '숄더백', '숏패딩/숏헤비 아우터', '아헤', '플랙 우먼', '필인더블랭크', '워싱', '키높이', '레터링']","[[117 115 103]
 [  0   1   0]
 [ 42  68  95]]"
691,꾸안꾸의 매력,./image/image_692.jpg,"['겨울', '캐주얼', '데님 팬츠', '리', '마하그리드', '메신저/크로스 백', '비니', '숏패딩/숏헤비 아우터', '웨스트 그랜드 블러바드', '이피티', '캔버스/단화', '케이엔드', '티엔피', '후드 티셔츠', '로고플레이', '스티치', '꾸안꾸', '모노톤']","[[ 28  28  28]
 [255 255 255]
 [102  99 106]]"
692,주말 데이트 룩,./image/image_693.jpg,"['겨울', '댄디', '겨울 싱글 코트', '긴소매 티셔츠', '니트/스웨터', '데님 팬츠', '드로우핏', '모아', '부츠', '비브이에이치', '안경', '에비던스', '지갑/머니클립', '카네이테이', '킨치', '피스워커', '모노톤', '레이어드룩', '데이트']","[[ 32  33  35]
 [106 106 106]]"
693,믿고 입는 코디,./image/image_694.jpg,"['겨울', '캐주얼', '니바다', '맨투맨/스웨트셔츠', '머플러', '메신저/크로스 백', '비바스튜디오', '숏패딩/숏헤비 아우터', '엠엠지엘', '유니온발란트', '캐치볼', '캔버스/단화', '코튼 팬츠', '페이퍼보이', '레터링', '벌룬핏']","[[ 85  39  39]
 [  0   2   0]
 [255 251 241]
 [ 92  98 112]
 [ 48  19  73]
 [137 198 165]]"
694,유니크한 그래픽,./image/image_695.jpg,"['겨울', '스트릿', '네스티킥', '레이어무드', '배드블러드', '비니', '숏패딩/숏헤비 아우터', '아카이브 볼드', '오와이', '트레이닝/조거 팬츠', '팔찌', '후드 티셔츠', '카고', '로고플레이', '그래픽', '심볼', '유니크', '힙합', '체인']","[[ 29  29  29]
 [ 93 100  82]
 [244 241 252]
 [105 129  53]]"
695,디테일 가득,./image/image_696.jpg,"['겨울', '캐주얼', '데님 팬츠', '로드 존 그레이', '맨투맨/스웨트셔츠', '메신저/크로스 백', '숏패딩/숏헤비 아우터', '아이루시', '안경', '얼티메이크', '오드서커스', '오아이오아이', '캔버스/단화', '팀코믹스', '모노톤', '워싱', '로고플레이', '꾸안꾸', '캠퍼스']",[[70 69 75]]
696,오늘의 출근 룩,./image/image_697.jpg,"['겨울', '포멀', '겨울 싱글 코트', '구두', '긴소매 티셔츠', '나인어코드', '니트/스웨터', '더웨더이즈어썸', '데이', '마인드브릿지', '베드포드일레븐스', '슈트 팬츠/슬랙스', '안경', '야세', '토트백', '포에잇츠', '단정한', '출근룩', '레이어드룩', '모노톤', '핀턱', ' 싱글코트']",[[21 21 21]]
697,누구나 어울려,./image/image_698.jpg,"['겨울', '캐주얼', '디나이언트', '백팩', '보스', '숏패딩/숏헤비 아우터', '아카이브 볼드', '유씨 버클리', '캔버스/단화', '태블릿 액세서리', '트레이닝/조거 팬츠', '포니', '프로젝트엠', '헤드폰', '후드 티셔츠', '편안한', '꾸안꾸', '캠퍼스', '로고플레이', '레터링']","[[ 27  34  53]
 [255 255 251]
 [100 100 100]
 [123 134  74]
 [ 24  41   0]
 [ 30  27  98]]"
698,아메카지의 매력,./image/image_699.jpg,"['겨울', '아메리칸 캐주얼', '구두', '모카신/보트 슈즈', '백팩', '베스트', '블루종/MA-1', '셔츠/블라우스', '예일', '와일드 브릭스', '유니온블루', '장갑', '코튼 팬츠', '콜드웜', '킨치', '포디어웍스', '폴라로이드', '아메카지', '뉴트럴톤', '코듀로이', '퀼팅', '플리스']","[[222 211 207]
 [178 142 106]
 [ 57  32  27]
 [ 19  47  86]
 [157 197 145]
 [122 117 137]
 [ 82 103  70]]"
699,남다른 디테일,./image/image_700.jpg,"['겨울', '스트릿', '돈애스크마이플랜', '로어링라드', '메신저/크로스 백', '목걸이/펜던트', '숏패딩/숏헤비 아우터', '신트리플식스', '엘엠씨', '오와이', '코튼 팬츠', '후드 티셔츠', '유니크', '힙합', '심볼', '체크', '그래픽', '메탈릭']","[[ 33  33  33]
 [107 107 107]]"
700,추천하는 코디,./image/image_701.jpg,"['겨울', '캐주얼', '기타 스니커즈', '니트/스웨터', '데님 팬츠', '숏패딩/숏헤비 아우터', '에잇세컨즈', '에코백', '오디너리 피츠', '캉골', '코닥', '힐탑', '로고플레이', '심볼']","[[ 35  35  35]
 [239 233 221]
 [ 88  82 118]
 [ 13   0  53]]"
701,자꾸만 눈이 가,./image/image_702.jpg,"['겨울', '스트릿', '가터갤러리', '니트/스웨터', '메신저/크로스 백', '비니', '숏패딩/숏헤비 아우터', '에이지 그레이', '엘엠씨', '트레이닝/조거 팬츠', '해브오프듀티', '유니크', '힙합', '컬러블록', '심볼', '카고', '뉴트럴톤', '퀼팅']","[[ 38  23  20]
 [ 94  80  35]
 [125 124 138]
 [ 41  58 101]]"
702,데일리 무드,./image/image_703.jpg,"['겨울', '캐주얼', '데님 팬츠', '레스트앤레크레이션', '리복', '맨투맨/스웨트셔츠', '백팩', '숏패딩/숏헤비 아우터', '스타일플랜', '아영상사', '예일', '오가프', '캡/야구 모자', '패션스니커즈화', '캠퍼스', '꾸안꾸', '컬러블록', '퀼팅', '레터링']","[[ 55  56  61]
 [223 222 227]
 [137 135 138]]"
703,미니멀 스타일링,./image/image_704.jpg,"['겨울', '댄디', '강단', '누피크', '니트/스웨터', '데님 팬츠', '랩12', '메신저/크로스 백', '목걸이/펜던트', '벨룻', '부츠', '블루종/MA-1', '아이러니포르노 화이트라인', '쿠어', '데이트', '모노톤', '스웨이드', '미니멀', '테이퍼드핏']","[[ 46  46  46]
 [253 249 240]]"
704,편한 게 최고야,./image/image_705.jpg,"['겨울', '캐주얼', '디팍스', '메신저/크로스 백', '숏패딩/숏헤비 아우터', '예일', '캔버스/단화', '크림소다랩', '토니호크', '트레이닝/조거 팬츠', '포즈간츠', '후드 티셔츠', '휴대폰 케이스', '편안한', '레터링', '키높이']","[[235 237 236]
 [ 39  38  46]
 [151 147 146]]"
705,활동하기 좋아,./image/image_706.jpg,"['겨울', '스포츠', '긴소매 티셔츠', '널디', '디스커버리 익스페디션', '리복', '메신저/크로스 백', '샤카웨어', '숏패딩/숏헤비 아우터', '아디다스', '트레이닝 재킷', '패션스니커즈화', '스포티', '셋업코디', '로고플레이', '모노톤', '편안한', '애슬레저룩', '경량패딩']","[[ 36  36  38]
 [237 237 239]
 [169 154 187]
 [255 128 134]
 [112  53  45]
 [ 94 126 115]
 [173  27  38]]"
706,남다른 센스,./image/image_707.jpg,"['걸리시', '겨울', '니트/스웨터', '레더/라이더스 재킷', '레터프롬문', '먼데인 먼데이', '무르', '미니스커트', '벰버', '부츠', '숄더백', '스페로네 우먼', '오아이오아이', '헌팅캡/베레모', '코듀로이', '플리츠', '뉴트럴톤', '레더', '자수', '여친룩', '크롭', '짧치', '롱부츠']","[[ 55  41  28]
 [242 236 220]]"
707,커리어 우먼,./image/image_708.jpg,"['겨울', '포멀', '구두', '니트/스웨터', '로퍼', '리플라', '링서울', '마인드브릿지', '머플러', '메신저/크로스 백', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '질스튜어트액세서리', '쿠론', '크로스백', '클레어 드 세이지', '단정한', '출근룩', '핀턱', '미니멀', '모노톤']","[[ 24  25  27]
 [255 254 253]]"
708,화사하게 완성,./image/image_709.jpg,"['겨울', '캐주얼', '널디', '맨투맨/스웨트셔츠', '메신저/크로스 백', '배드블러드', '비니', '숏패딩/숏헤비 아우터', '아워모먼츠', '안경 소품', '앤커버', '척', '캔버스/단화', '크로스백', '트레이닝/조거 팬츠', '페이유에', '편안한', '레터링', '로고플레이', '꾸안꾸']","[[225 224 230]
 [138 137 143]
 [ 42  41  47]
 [108  80  40]
 [223 172 143]]"
709,설레는 데이트,./image/image_710.jpg,"['겨울', '로맨틱', '겨울 기타 코트', '귀걸이', '니트/스웨터', '루스', '막스마라', '메종 마르지엘라', '미디스커트', '미우미우', '부츠', '셔츠/블라우스', '에스 막스 마라', '토템', '토트백', '유제피', '레이어드룩', '뉴트럴톤', '하객', '데이트', '소개팅', 'H라인', '럭셔리']","[[111  86  66]
 [ 35  17   3]]"
710,데일리로 딱!,./image/image_711.jpg,"['겨울', '캐주얼', '기타 스니커즈', '디젤', '루스', '맨투맨/스웨트셔츠', '메신저/크로스 백', '미디스커트', '비니', '숏패딩/숏헤비 아우터', '써네이', '오트리', '질 샌더', '크로스백', '레터링', 'H라인', '럭셔리', '로고플레이', '퀼팅', '파스텔']","[[ 43  43  45]
 [122  90  49]
 [255 254 255]]"
711,여유로운 주말,./image/image_712.jpg,"['겨울', '홈웨어', '롱스커트', '맨투맨/스웨트셔츠', '보이드뮤지엄', '안경', '에스비카', '엠엠엘지', '여성 속옷 세트', '치키타', '캘빈클라인 언더웨어', '휴대폰 케이스', '언더웨어', '편안한', '그래픽', '로고플레이', '맥시']","[[218 221 226]
 [ 50  47  68]
 [ 82 132  81]
 [116 145 175]
 [ 20  30   0]
 [200 223 167]
 [143 153  38]
 [108  88  37]
 [ 51  60 139]
 [187 109 122]]"
712,집콕이 좋아,./image/image_713.jpg,"['겨울', '홈웨어', '랑가주망', '맨투맨/스웨트셔츠', '스내피커들', '여성 속옷 세트', '오브니치', '컵/잔', '코데즈컴바인 이너웨어', '포토제니아굿즈', '헤어 액세서리', '언더웨어', '편안한', '로고플레이']","[[ 39  68  63]
 [129  16  36]
 [154 112 122]
 [255 225 255]
 [ 25   3  15]
 [141 235 183]
 [ 88  52  30]]"
713,톡톡 튀는 홈 웨어,./image/image_714.jpg,"['겨울', '홈웨어', '라이프시리즈', '베개', '비브비브', '삭스핏', '양말', '여성 속옷 세트', '위글위글 패션', '언더웨어', '편안한', '컬러블록', '파스텔', '셋업코디']","[[ 17  17  19]
 [211 175 219]
 [104 104 102]
 [148 202 228]
 [125  95 157]
 [255 141 224]
 [147  31  92]
 [ 53 233 208]]"
714,데일리 파자마,./image/image_715.jpg,"['겨울', '홈웨어', '108서울', '마스마룰즈', '비브비브', '여성 속옷 세트', '울랄라파자마', '파우치 백', '헤어 액세서리', '언더웨어', '편안한', '체크', '셋업코디']","[[200  74  60]
 [146 156 183]
 [ 69  68  66]
 [234 255 253]
 [206 138  77]
 [151  87  85]
 [211 203 131]
 [216 127 175]
 [ 87 182 152]
 [242  52  18]]"
715,핑크 포인트,./image/image_716.jpg,"['겨울', '홈웨어', '그랭드보떼', '디즈니', '슬리퍼', '애니바디', '여성 속옷 세트', '코데즈컴바인 이너웨어', '헤어 액세서리', '언더웨어', '편안한', '화사한', '셋업코디', '스트라이프', '파스텔']","[[245 244 240]
 [202 158 157]
 [ 90  70  81]
 [  0   2  21]]"
716,실패 없는 조합,./image/image_717.jpg,"['겨울', '캐주얼', '굿라이프웍스', '로코모티브', '맨투맨/스웨트셔츠', '메신저/크로스 백', '비전스트릿웨어', '안경', '어라운드투비', '예일', '캔버스/단화', '코튼 팬츠', '포즈간츠', '플리스/뽀글이', '레터링', '컬러블록', '퀼팅', '리버서블', '코듀로이', '핀턱', '와이드핏']",[]
717,자꾸만 눈이 가,./image/image_718.jpg,"['겨울', '댄디', '247 서울', '니트/스웨터', '데님 팬츠', '데이', '머플러', '부츠', '손신발', '숄더백', '숏패딩/숏헤비 아우터', '아이러니포르노 화이트라인', '여밈', '포트너스', '뉴트럴톤', '데이트', '와이드핏', '스웨이드']",[[60 51 44]]
718,그래픽에 집중,./image/image_719.jpg,"['겨울', '캐주얼', '르마드', '맨투맨/스웨트셔츠', '반스', '사운즈라이프', '숏패딩/숏헤비 아우터', '슬로우애시드', '여피', '와일드 브릭스', '장갑', '지갑/머니클립', '카네이테이', '캔버스/단화', '캡/야구 모자', '코튼 팬츠', '그래픽', '벌룬핏', '체커보드', '꾸안꾸', '올블랙', '레터링']","[[ 29  29  29]
 [255 255 251]]"
719,멋스럽게 출근,./image/image_720.jpg,"['겨울', '포멀', '구두', '니트/스웨터', '로만손', '로터프', '마크비', '브리프케이스', '셔츠/블라우스', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '아모프레', '오토매틱 아날로그', '인사일런스', '코드스탠다드', '코디갤러리', '단정한', '출근룩', '레이어드룩', '핀턱', '테이퍼드핏']",[[26 26 26]]
720,데일리 룩 추천,./image/image_721.jpg,"['겨울', '캐주얼', '니트/스웨터', '데님 팬츠', '백팩', '베테제', '숏패딩/숏헤비 아우터', '엠엠엘지', '예일', '오디너리 피츠', '카비시', '캡/야구 모자', '패션스니커즈화', '플림스', '캠퍼스', '컬러포인트', '로고플레이']","[[168 172  96]
 [ 41  41  41]
 [ 72  75   0]
 [255 254 248]
 [ 28  10  68]
 [136 134 174]]"
721,미니멀 스타일링,./image/image_722.jpg,"['겨울', '댄디', '넘버링', '니트/스웨터', '데님 팬츠', '데밀', '데이', '메신저/크로스 백', '부츠', '블루종/MA-1', '어널러코드', '에스에스와이', '킨치', '팔찌', '데이트', '미니멀']","[[ 27  27  29]
 [108  95  86]]"
722,누구나 편하게,./image/image_723.jpg,"['겨울', '캐주얼', '맨투맨/스웨트셔츠', '메신저/크로스 백', '밀레 클래식', '소니', '숏패딩/숏헤비 아우터', '오버다인', '이어폰', '커버낫', '코튼 팬츠', '패션스니커즈화', '플림스', '하이랜드 델리 앤 그로서리', '편안한', '심볼', '레터링', '뉴트럴톤']","[[241 240 236]
 [ 33  62  58]
 [148 145 140]]"
723,개성 넘쳐,./image/image_724.jpg,"['겨울', '스트릿', '더바이닐하우스', '데님 팬츠', '라퍼', '비니', '스타디움 재킷', '아조바이아조', '유쓰배쓰', '토트백', '플러그앤플레이', '후드 티셔츠', '유니크', '힙합', '심볼', '카고', '스티치', '로고플레이', '와펜']","[[ 32  31  37]
 [110 109 105]
 [  0  85  55]]"
724,매력 만점,./image/image_725.jpg,"['겨울', '댄디', '겨울 싱글 코트', '넘버링', '니트/스웨터', '더니트컴퍼니', '데님 팬츠', '마리떼', '목걸이/펜던트', '숄더백', '여밈', '캔버스/단화', '코앤크릿', '폴코어', '데이트', '미니멀', '워싱', ' 싱글코트']","[[ 14  13  27]
 [ 84 107 141]
 [224 190 162]
 [ 32  51 117]]"
725,뉴트럴 톤의 매력,./image/image_726.jpg,"['겨울', '캐주얼', '굿하비클럽', '뎃츠잇', '로커드', '스타디움 재킷', '에코백', '캔버스/단화', '커버낫', '트레이닝/조거 팬츠', '포즈간츠', '피케/카라 티셔츠', '로고플레이', '뉴트럴톤', '편안한', '컬러블록', '심볼', '꾸안꾸']","[[ 60  47  30]
 [252 252 250]
 [155  93  70]]"
726,남다른 스타일,./image/image_727.jpg,"['겨울', '스포츠', '그레고리', '기타 스니커즈', '노스페이스', '맨투맨/스웨트셔츠', '백팩', '버킷/사파리햇', '버킷햇', '살로몬 스포츠스타일', '숏 패딩/숏 헤비 아우터', '아크테릭스', '트레이닝/조거 팬츠', '하드기어 어패럴', '고프코어', '로고플레이', '스포티']","[[120  78  40]
 [ 61  60  66]
 [227 157 105]
 [255 254 255]
 [ 55   4   0]]"
