,title,img_path,hashtag,colors
279,데일리로 제격,./image/image_280.jpg,"['봄', '캐주얼', '데님 팬츠', '런던그로서리마켓', '로드', '맨투맨/스웨트셔츠', '밀로', '스타디움 재킷', '에코백', '캉골', '캔버스/단화', '캡/야구 모자', '토피', '팔렛', '로고플레이', '그래픽', '컬러블록', '레터링', '워싱']","[[ 35  62  55]
 [250 241 232]
 [126 144 180]
 [130 102  91]
 [101  32  53]
 [  9  13  40]
 [243 114 155]]"
280,힙하게 입어봐,./image/image_281.jpg,"['봄', '스트릿', '꼼파뇨', '데님 팬츠', '돈애스크마이플랜', '맨투맨/스웨트셔츠', '메신저/크로스 백', '목걸이/펜던트', '스타디움 재킷', '아르모', '엘엠씨', '팀코믹스', '유니크', '힙합', '심볼', '메탈릭', '로고플레이', '절개', '컬러블록']","[[ 21  21  21]
 [255 255 255]
 [ 90  92  89]]"
281,깔끔하게 완성,./image/image_282.jpg,"['댄디', '봄', '니트/스웨터', '다니엘 웰링턴', '데님 팬츠', '데밀', '메신저/크로스 백', '블루종/MA-1', '솔리버티', '엠오오', '질바이질스튜어트', '캔버스/단화', '코프위', '쿼츠 아날로그', '데이트', '모노톤', '미니멀', '슬림핏']","[[117 117 119]
 [ 26  26  28]]"
282,언제 어디서나,./image/image_283.jpg,"['봄', '캐주얼', '뉴발란스', '메신저/크로스 백', '베이프릴', '블루종/MA-1', '에스피오나지', '오피셜가먼트', '트레이닝/조거 팬츠', '패션스니커즈화', '페이크재즈소셜클럽', '후드 티셔츠', '휴대폰 케이스', '편안한', '레터링', '심볼']","[[ 40  42  54]
 [ 26  28  89]
 [111 108 151]
 [155 171 124]
 [246 251 228]]"
283,출근 룩으로 딱!,./image/image_284.jpg,"['봄', '포멀', '게리루더', '구두', '니트/스웨터', '로렌스폴', '반츠', '브리프케이스', '셔츠/블라우스', '솔리버티', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '안경', '탄틴', '테이크이지', '프로드셔츠', '단정한', '출근룩', '레이어드룩', '와이드핏', '핀턱']","[[15 15 15]
 [86 86 88]]"
284,누구나 좋아해,./image/image_285.jpg,"['봄', '캐주얼', '기타 스니커즈', '데님 팬츠', '백팩', '베이프릴', '브랜디드', '스타디움 재킷', '아디다스', '에즈카톤', '오가프', '캡/야구 모자', '테이크이지', '후드 티셔츠', '캠퍼스', '꾸안꾸', '레터링', '워싱']","[[ 21  21  29]
 [ 73  91 111]
 [148 113  93]
 [239 201 154]]"
285,눈에 띄는 매치,./image/image_286.jpg,"['봄', '스트릿', '그레이노이즈', '리베레코리아', '스타디움 재킷', '아조바이아조', '엘엠씨', '코튼 팬츠', '토트백', '팔찌', '후드 티셔츠', '유니크', '힙합', '심볼', '레터링', '로고플레이', '카고']","[[ 47  79  74]
 [  0   0   2]
 [134 115   0]
 [ 77  54  20]
 [  0   0  58]
 [250 223  58]
 [155  78  22]
 [  0  52   0]
 [173 181 217]
 [ 41   8 123]
 [143  83 134]
 [225 127   0]
 [103 172  55]
 [252 184 119]
 [100   9  27]
 [ 50  84 145]]"
286,차분한 이미지,./image/image_287.jpg,"['봄', '포멀', '구두', '니트/스웨터', '더니트컴퍼니', '로터프', '르마드', '브리프케이스', '셔츠/블라우스', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '안경', '에스세븐일루부', '에스티코', '팔랩', '포스트맨', '단정한', '출근룩', '레이어드룩', '핀턱']","[[ 34  26  23]
 [109 101  88]]"
287,마음에 들어!,./image/image_288.jpg,"['봄', '캐주얼', '23.65', '마리떼', '맨투맨/스웨트셔츠', '메신저/크로스 백', '블루종/MA-1', '소니', '슬로우 레코드 하우스', '얼티메이크', '인사일런스', '캔버스/단화', '트레이닝/조거 팬츠', '헤드폰', '편안한', '로고플레이', '캠퍼스', '핀턱', '와이드핏']","[[ 37  38  43]
 [110 112 109]]"
288,요즘 스포티 룩,./image/image_289.jpg,"['봄', '스포츠', '나일론/코치 재킷', '내셔널지오그래픽', '백팩', '아식스', '에프씨엠엠', '지그', '텀블러', '트레이닝/조거 팬츠', '패션스니커즈화', '프레리', '스포티', '셋업코디', '애슬레저룩', '로고플레이', '모노톤', '편안한']","[[ 29  29  29]
 [117 117 117]]"
289,담백하게,./image/image_290.jpg,"['봄', '포멀', '구두', '니트/스웨터', '르마드', '리에티', '마인드브릿지', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '안경', '예일', '커스텀에이드', '쿼츠 아날로그', '탠디', '단정한', '모노톤', '출근룩', '미니멀']","[[ 51  51  49]
 [250 248 249]]"
290,요즘 입기 좋아,./image/image_291.jpg,"['봄', '캐주얼', '긱타아이웨어', '데님 팬츠', '디미트리블랙', '맨투맨/스웨트셔츠', '블루종/MA-1', '비전스트릿웨어', '숄더백', '슈퍼서브', '안경', '질바이질스튜어트', '캔버스/단화', '프로스펙스', '로고플레이']","[[ 47  49  61]
 [155 101 125]
 [241 241 229]]"
291,넘치는 에너지,./image/image_292.jpg,"['봄', '스포츠', '그레고리', '나일론/코치 재킷', '러닝화', '레이지비', '미즈노', '소니', '스포츠 스니커즈', '아노락 재킷', '안다르', '양말', '웨이스트 백', '일오공칠', '헤드폰', '스포티', '러닝', '셋업코디', '편안한']","[[ 77  87  88]
 [221 221 223]
 [  0   3   5]]"
292,스포티해,./image/image_293.jpg,"['봄', '스포츠', '글리머', '나일론/코치 재킷', '데상트', '디스커버리 익스페디션', '러닝화', '맨투맨/스웨트셔츠', '밸롭', '볼캡', '세븐셀라', '스포츠 스니커즈', '언더아머', '웨이스트 백', '캡/야구 모자', '트레이닝/조거 팬츠', '스포티', '러닝', '로고플레이', '심볼', '모노톤', '편안한', '카고']","[[ 39  40  44]
 [246 246 246]]"
293,러닝 가기 좋은 날,./image/image_294.jpg,"['봄', '스포츠', '긴소매 티셔츠', '데상트', '러닝화', '메신저/크로스 백', '볼캡', '비씨씨', '스포츠 스니커즈', '안다르', '언더아머', '에이치덱스', '조거 팬츠', '캡/야구 모자', '트레이닝 재킷', '스포티', '러닝', '모노톤', '로고플레이', '편안한', '심볼']",[[37 38 42]]
294,활동성 UP!,./image/image_295.jpg,"['봄', '스포츠', '긴소매 티셔츠', '나일론/코치 재킷', '데상트', '락앤락', '러닝화', '스포츠 스니커즈', '안다르', '언더아머', '에프씨엠엠 스포츠', '웨이스트 백', '조거 팬츠', '텀블러', '피파 오피셜라이선스프로덕트', '스포티', '러닝', '컬러블록', '편안한', '심볼']","[[ 30  29  35]
 [255 255 255]]"
295,러닝 데이,./image/image_296.jpg,"['봄', '스포츠', '데상트', '러닝화', '레이지비', '맨투맨/스웨트셔츠', '메신저/크로스 백', '스포츠 스니커즈', '언더아머', '조거 팬츠', '지프', '캡/야구 모자', '플리스', '스포티', '러닝', '올블랙', '편안한', '로고플레이']","[[ 29  30  34]
 [111  97  94]]"
296,실패 없는 코디,./image/image_297.jpg,"['봄', '캐주얼', '블루종/MA-1', '에코백', '조거쉬', '척', '캡/야구 모자', '트레이닝/조거 팬츠', '파이비', '패션스니커즈화', '플레이스 스튜디오', '피치바스켓마켓', '후드 티셔츠', '꾸안꾸', '편안한', '레터링', '래글런', '로고플레이']","[[ 55  55  55]
 [109  84 178]
 [255 255 255]
 [ 43  33  86]
 [121  85 243]
 [255 255 182]
 [117 118  76]
 [188 175 254]
 [120 132   4]
 [ 26   1 118]]"
297,취향 저격,./image/image_298.jpg,"['걸리시', '봄', '니트/스웨터', '리플라', '마리떼', '목걸이/펜던트', '미니스커트', '반원 아틀리에', '부츠', '숄더백', '스타디움 재킷', '오소이', '콜미베이비', '펄리모어', '여친룩', '짧치', '파스텔', '로고플레이', '워싱', '크롭', '랩스타일', '컬러블록']","[[ 33  37  49]
 [ 77 108 139]
 [223 179 130]
 [120  82  46]
 [  0  21  80]]"
298,우아한 실루엣,./image/image_299.jpg,"['로맨틱', '봄', '귀걸이', '드메리엘', '로이드', '룩캐스트', '목걸이/펜던트', '미디 원피스', '부츠', '비지트인뉴욕', '숄더백', '슈트/블레이저 재킷', '앱토', '데이트', '하객', '소개팅', '핀턱', 'A라인', '트위드', '뉴트럴톤']","[[89 69 58]
 [ 6  0  0]]"
299,데일리로 좋아,./image/image_300.jpg,"['봄', '캐주얼', '그린스터프', '기타 스니커즈', '네이머클로딩', '롱스커트', '블루종/MA-1', '언다이드룸', '에코백', '예일', '척', '캡/야구 모자', '쿠어', '후드 티셔츠', '꾸안꾸', '로고플레이', '워싱', '맥시']","[[221 215 199]
 [127 141 152]
 [  0   0   0]
 [106  91  60]
 [240 193 121]
 [147  50   8]
 [ 42  66  90]]"
300,지적인 분위기,./image/image_301.jpg,"['봄', '포멀', '니트/스웨터', '라퍼지 포 우먼', '레더/라이더스 재킷', '몽돌', '부츠', '블루엘리펀트', '사비', '숄더백', '슈트 팬츠/슬랙스', '안경', '폴로 랄프 로렌', '플로리다 스튜디오', '단정한', '출근룩', '모노톤', '부츠컷', '미니멀', '레더']","[[ 19  19  19]
 [ 91  91  91]
 [195 166 126]]"
301,꾸안꾸의 정석,./image/image_302.jpg,"['봄', '캐주얼', '나체', '데님 팬츠', '블루종/MA-1', '식스핏', '알파 인더스트리', '예일', '와르', '캔버스/단화', '캡/야구 모자', '후드 티셔츠', '그래픽', '레터링', '워싱', '꾸안꾸', '컬러블록']","[[ 38  36  39]
 [ 95 112 132]
 [196 187 122]
 [140 124 199]
 [236 210 255]
 [235 177  69]
 [ 78 122  86]]"
302,즐거운 러닝,./image/image_303.jpg,"['봄', '스포츠', '나일론/코치 재킷', '러닝화', '레깅스', '로핏스튜디오', '스테이24', '스포츠 스니커즈', '아노락 재킷', '엄브로', '유니어패럴', '캡/야구 모자', '텀블러', '패기앤코', '컬러블록', '스포티', '러닝', '편안한']","[[16 15 20]
 [87 86 91]]"
303,운동 가자,./image/image_304.jpg,"['봄', '스포츠', '데상트', '러닝화', '맨투맨/스웨트셔츠', '볼캡', '스포츠 스니커즈', '안다르', '언더아머', '캡/야구 모자', '토트백', '트레이닝 재킷', '트레이닝 팬츠', '모노톤', '심볼', '편안한', '스포티', '러닝']","[[ 34  33  41]
 [106 109 116]]"
304,스포티 무드,./image/image_305.jpg,"['봄', '스포츠', '긴소매 티셔츠', '데상트', '러닝화', '로핏스튜디오', '메신저/크로스 백', '스포츠 스니커즈', '언더아머', '에이치덱스', '에프씨엠엠 풋볼', '엠엘비', '조거 팬츠', '캡/야구 모자', '트레이닝 재킷', '패딩 베스트', '스포티', '러닝', '심볼', '스퀘어넥', '편안한', '크롭']","[[ 30  31  35]
 [104 105 109]]"
305,한강 달리기,./image/image_306.jpg,"['봄', '스포츠', '긴소매 티셔츠', '러닝화', '브리츠', '스포츠 스니커즈', '안다르', '조거 팬츠', '킨토', '텀블러', '플리스', '헤드폰', '편안한', '스포티', '러닝']","[[ 23  24  28]
 [255 255 246]
 [ 98  61  35]]"
306,활동하기 좋아,./image/image_307.jpg,"['봄', '스포츠', '나일론/코치 재킷', '내셔널지오그래픽', '러닝화', '맨투맨/스웨트셔츠', '스포츠 스니커즈', '안다르', '오디오테크니카', '웨이스트 백', '조거 팬츠', '헤드폰', '편안한', '러닝', '스포티', '파스텔', '레터링']","[[221 217 206]
 [ 32  30  31]
 [167 168 110]]"
307,추천 캠퍼스 룩,./image/image_308.jpg,"['봄', '캐주얼', '데님 팬츠', '맥우드건', '백팩', '블렌도프', '세인트페인', '에이펙스 디자인', '캡/야구 모자', '트러커 재킷', '트릴리온', '패션스니커즈화', '푸마', '후드 티셔츠', '로고플레이', '스티치', '캠퍼스', '꾸안꾸', '컬러블록']","[[ 29  29  37]
 [112 112 110]
 [176  49  60]
 [243 109 159]
 [234 178 207]
 [218 255 213]
 [ 75   3   4]
 [108 106  29]
 [  8  11  62]]"
308,찰떡 조합,./image/image_309.jpg,"['봄', '캐주얼', '기타 스니커즈', '데님 팬츠', '리끌로우', '맨투맨/스웨트셔츠', '백팩', '버빌리안', '브랜디드', '스타디움 재킷', '아키클래식', '안경', '제멋', '퍼스텝', '컬러블록', '캠퍼스', '워싱']","[[ 30  29  45]
 [124 111  95]
 [ 92 106 143]]"
309,아메카지의 매력,./image/image_310.jpg,"['봄', '아메리칸 캐주얼', '굿라이프웍스', '니트/스웨터', '더프레치아', '브랜즈', '사파리/헌팅 재킷', '슬로우포크', '아웃스탠딩', '안경', '캔버스/단화', '코튼 팬츠', '토트백', '페이크미', '아메카지', '뉴트럴톤', '벌룬핏', '컬러블록']","[[ 65  71  59]
 [150 118  80]]"
310,편안하게,./image/image_311.jpg,"['봄', '캐주얼', '게인스보로', '네이키드블러드17', '숄더백', '아디다스', '엘엠씨', '엠엔지유', '캡/야구 모자', '트레이닝 재킷', '트레이닝/조거 팬츠', '패션스니커즈화', '펀치라인', '후드 티셔츠', '벨루어', '편안한', '레터링', '모노톤']","[[  0   0   0]
 [ 96  96  96]
 [249 233 255]
 [ 37  38  86]]"
311,멋스럽게 출근,./image/image_312.jpg,"['봄', '포멀', '구두', '데이', '로퍼', '베스트', '브리프케이스', '셔츠/블라우스', '솔리버티', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '에스티코', '주앙옴므', '쿠어', '쿼츠 아날로그', '크리스챤모드', '프로드셔츠', '레이어드룩', '모노톤', '단정한', '출근룩', '핀턱']","[[192 193 187]
 [ 53  53  55]]"
312,이렇게 입어봐,./image/image_313.jpg,"['봄', '캐주얼', '네이키드블러드17', '데님 팬츠', '디지털', '맨투맨/스웨트셔츠', '백팩', '베테제', '스타디움 재킷', '카시오', '캔버스/단화', '콜카', '트릴리온', '레터링', '컬러블록', '캠퍼스']","[[ 26  26  26]
 [ 93 103 105]]"
313,데일리 무드,./image/image_314.jpg,"['봄', '캐주얼', '나일론/코치 재킷', '두마로', '로우로우', '메신저/크로스 백', '빅유니온', '어더스', '에스피오나지', '캡/야구 모자', '코튼 팬츠', '패션스니커즈화', '후드 티셔츠', '카고', '꾸안꾸']","[[ 34  33  38]
 [121 118 125]]"
314,추천 아웃도어 룩,./image/image_315.jpg,"['봄', '스포츠', '기타 바지', '긴소매 티셔츠', '나일론/코치 재킷', '등산/트레킹화', '디스이즈네버댓', '백팩', '살로몬', '스포츠 스니커즈', '존오프', '캡/야구 모자', '토마스모어', '트래블', '패딩 베스트', '플레어업', '고프코어', '스포티', '모노톤', '로고플레이']",[[38 37 43]]
315,고프코어 스타일,./image/image_316.jpg,"['봄', '스포츠', '기타 스니커즈', '나일론/코치 재킷', '노스페이스', '루오에스팩', '맨투맨/스웨트셔츠', '백팩', '버킷/사파리햇', '살로몬 스포츠스타일', '아크테릭스', '와일드띵스', '코튼 팬츠', '고프코어', '스포티', '컬러블록', '심볼']","[[230 226 214]
 [ 27  27  27]
 [137  92  51]
 [126 124 127]
 [227 174 120]
 [ 71  63 104]
 [140 144  57]
 [207 175 216]]"
316,활동하기 좋아,./image/image_317.jpg,"['봄', '스포츠', '나일론/코치 재킷', '노매뉴얼', '노스페이스', '백팩', '볼캡', '아식스', '엑스트라오디너리', '캡/야구 모자', '트레이닝/조거 팬츠', '패션스니커즈화', '하드기어 어패럴', '후드 티셔츠', '고프코어', '스포티', '컬러블록', '카고', '모노톤']","[[ 36  37  41]
 [220 216 213]
 [129 129 127]]"
317,요즘 캐주얼 룩,./image/image_318.jpg,"['봄', '캐주얼', '기타 바지', '기타 아우터', '맨투맨/스웨트셔츠', '백팩', '스페이드클럽서울', '오찌', '캡/야구 모자', '패션스니커즈화', '캠퍼스', '꾸안꾸', '로고플레이', '스티치', '컬러블록']",[[100 100  98]]
318,컬러감에 반해,./image/image_319.jpg,"['봄', '캐주얼', '기타 바지', '맨투맨/스웨트셔츠', '메신저/크로스 백', '베이프릴', '스페이드클럽서울', '캡/야구 모자', '트레이닝 재킷', '패션스니커즈화', '플림스', '화사한', '컬러포인트', '레터링', '파스텔']",[]
319,데일리 아메카지,./image/image_320.jpg,"['봄', '아메리칸 캐주얼', '기타 바지', '기타 아우터', '모카신/보트 슈즈', '비니', '사운즈라이프', '슈펜', '스페이드클럽서울', '아날로그무드', '언더컨트롤', '토트백', '아메카지', '뉴트럴톤', '체크', '벌룬핏']","[[ 84  64  55]
 [116  28  50]
 [166 126  75]
 [  0   0  11]
 [255 253 216]]"
320,가볍게 꾸며봐,./image/image_321.jpg,"['봄', '캐주얼', '백팩', '브루먼', '블루종/MA-1', '비니', '스페이드클럽서울', '아디다스', '잔스포츠', '제멋', '트레이닝/조거 팬츠', '패션스니커즈화', '후드 티셔츠', '편안한', '꾸안꾸', '캠퍼스', '레터링']",[]
321,디테일이 돋보여!,./image/image_322.jpg,"['봄', '캐주얼', '기타 아우터', '데님 팬츠', '맥우드건', '맨투맨/스웨트셔츠', '비니', '수페르가', '스타디움 재킷', '스페이드클럽서울', '언폴드', '에코백', '캔버스/단화', '후아유', '레이어드룩', '레터링', '체크', '컬러블록']","[[ 10  10  10]
 [ 91  99 112]]"
322,바시티 재킷의 계절,./image/image_323.jpg,"['봄', '캐주얼', '더블랙', '데님 팬츠', '맨투맨/스웨트셔츠', '메신저/크로스 백', '밀리언코르', '봉보', '스타디움 재킷', '슬로우애시드', '아코크', '캔버스/단화', '컨버스', '크로스백', '팔찌', '래글런', '그래픽', '부츠컷', '스티치']","[[ 35  47  47]
 [119 111  92]]"
323,귀여운 조합,./image/image_324.jpg,"['봄', '캐주얼', '뉴발란스', '리트리버클럽', '맨투맨/스웨트셔츠', '미디스커트', '버킷/사파리햇', '아노에틱', '예일', '유르트', '익스프레스 홀리데이', '토트백', '패션스니커즈화', '플리스/뽀글이', '플리스', '스티치', '로고플레이', '그래픽', '심볼', '꾸안꾸', 'A라인']","[[ 20  21  39]
 [105 107 106]
 [ 38  41  14]
 [119  66  48]]"
324,탐나는 스타일,./image/image_325.jpg,"['걸리시', '봄', '기타 아우터', '긴소매 티셔츠', '먼데인 먼데이', '메리모티브', '목걸이/펜던트', '미니스커트', '부츠', '숄더백', '키르시', '파인드카푸어', '피스메이커', '오아이오아이 컬렉션', '플리츠', '그래픽', '여친룩', '짧치', '크롭', '뉴트럴톤', '래글런']","[[ 95  85  76]
 [  6   0   0]
 [247 189 203]]"
325,매일 입을래,./image/image_326.jpg,"['봄', '캐주얼', '굿덴', '니트/스웨터', '데님 팬츠', '레더/라이더스 재킷', '레스트앤레크레이션', '메신저/크로스 백', '벗딥', '안경', '캔버스/단화', '크로스백', '파르티멘토', '페이크미', '푸마', '래글런', '레더']","[[ 19  19  19]
 [ 88  92  93]
 [255 250 255]]"
326,우아한 실루엣,./image/image_327.jpg,"['로맨틱', '봄', '귀걸이', '누스', '닉앤니콜', '롱스커트', '룩캐스트', '버터링', '부츠', '셔츠/블라우스', '숄더백', '슈트/블레이저 재킷', '스퀘어라인', '엽페', '뉴트럴톤', '맥시', '핀턱', '데이트', '소개팅', '하객', '트위드']","[[102  96  84]
 [ 21  18   9]]"
327,실패 없는 코디,./image/image_328.jpg,"['봄', '캐주얼', '네스티팬시클럽', '롱스커트', '메신저/크로스 백', '반스', '카디건', '캔버스/단화', '캡/야구 모자', '크로스백', '로고플레이', '컬러블록', '워싱', '크롭', '체커보드', '맥시', 'A라인']","[[ 14  14  14]
 [ 84  85  89]
 [145 136 181]
 [131 139  90]]"
328,취향 저격,./image/image_329.jpg,"['걸리시', '봄', '긴소매 티셔츠', '네스티팬시클럽', '논논', '닥터마틴', '목걸이/펜던트', '미니스커트', '부츠', '숄더백', '스타디움 재킷', '컬러블록', '여친룩', '짧치', '레터링', '모노톤', '크롭', '카고', '셋업코디']","[[109 110 114]
 [ 15  15  15]
 [ 64  43   0]
 [172 157 100]]"
329,요즘 힙 감성,./image/image_330.jpg,"['봄', '스트릿', '긴소매 티셔츠', '네스티팬시클럽', '레더/라이더스 재킷', '숄더백', '캡/야구 모자', '트레이닝/조거 팬츠', '유니크', '힙합', '레더', '컬러블록', '모노톤', '크롭', '로고플레이', '셋업코디', '심볼', '레이어드룩']","[[ 28  26  27]
 [107  91  78]]"
330,스타일리시해,./image/image_331.jpg,"['걸리시', '봄', '그레이노이즈', '긴소매 티셔츠', '네스티팬시클럽', '목걸이/펜던트', '무드나잇', '미니스커트', '부츠', '숄더백', '트러커 재킷', '여친룩', '짧치', '스트라이프', '크롭', '셋업코디', '롱부츠']","[[ 30  33  50]
 [116  76  50]
 [254 255 255]
 [211 170 142]]"
331,시선 집중,./image/image_332.jpg,"['봄', '스트릿', '긴소매 티셔츠', '네스티팬시클럽', '데님 팬츠', '레더/라이더스 재킷', '백팩', '캡/야구 모자', '플리츠마마', '후드 집업', '유니크', '힙합', '레더', '컬러블록', '크롭', '레터링']","[[14 14 14]
 [91 91 79]]"
332,실패 없는 코디,./image/image_333.jpg,"['봄', '캐주얼', '논논', '던스트 포 우먼', '데님 팬츠', '두마로', '마뗑킴', '마리떼', '맨투맨/스웨트셔츠', '숄더백', '수페르가', '스타디움 재킷', '캔버스/단화', '팔찌', '레터링', '부츠컷', '컬러블록', '스티치']","[[ 26  26  26]
 [ 85  90 112]
 [254 254 255]
 [125 110  81]]"
333,귀여운 매력,./image/image_334.jpg,"['걸리시', '봄', '니트/스웨터', '락피쉬웨더웨어', '레더/라이더스 재킷', '레이브', '미니스커트', '부츠', '숄더백', '큐리티', '키르시', '티디앤', '플레어업', '헌팅캡/베레모', '여친룩', '짧치', '플리츠', '컬러블록', '뉴트럴톤', '크롭', '스웨이드']","[[232 228 217]
 [ 77  64  56]]"
334,담백한 출근 룩,./image/image_335.jpg,"['봄', '포멀', '까르벵 워치', '니트/스웨터', '드메리엘', '로제프란츠', '바이진저', '부츠', '세컨데일리', '숄더백', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '잇터', '쿼츠 아날로그', '모노톤', '출근룩', '미니멀', '트위드', '크롭', '부츠컷']","[[ 24  24  26]
 [102 105 112]]"
335,감각 있어,./image/image_336.jpg,"['봄', '캐주얼', '가니', '기타 스니커즈', '기타 아우터', '니트/스웨터', '더 로우', '데님 팬츠', '비니', '숄더백', '에이골디', '오트리', '이자벨마랑', '럭셔리', '플리스', '컬러블록', '워싱', '꾸안꾸']","[[ 41  42  44]
 [141 115  88]
 [ 81 106 136]
 [238 206 168]]"
336,로맨틱한 하루,./image/image_337.jpg,"['로맨틱', '봄', '구찌', '귀걸이', '미니 원피스', '부츠', '셀린느', '숄더백', '써네이', '아크네 스튜디오', '우에라', '카디건', '럭셔리', '데이트', '하객', '소개팅', '심볼', '올블랙']","[[ 42  42  44]
 [104  92  54]
 [120 108 128]]"
337,하나로 완성,./image/image_338.jpg,"['봄', '홈웨어', '게스언더웨어', '라온', '비페이퍼', '여성 속옷 세트', '이브니에', '컵/잔', '헤어 액세서리', '스트라이프', '로고플레이', '언더웨어', '편안한', '셋업코디', '모노톤']","[[254 255 255]
 [  0   0   2]
 [ 81  82  84]]"
338,편안한 무드,./image/image_339.jpg,"['봄', '홈웨어', '롱스커트', '맨투맨/스웨트셔츠', '벤힛', '삭스팝', '아웃도어 프로덕츠', '안경', '애쉬크로프트', '양말', '여성 속옷 세트', '코데즈컴바인 이너웨어', '언더웨어', '편안한', '로고플레이', '컬러블록', '레터링']","[[226 222 211]
 [142  22  34]
 [211 138 158]
 [143 135 116]
 [ 85  44  38]
 [ 43  78  46]
 [255  64 114]
 [169  40 107]]"
339,오늘은 쉬는 날,./image/image_340.jpg,"['봄', '홈웨어', '게인스보로', '맨투맨/스웨트셔츠', '비브비브', '쎄꼰도', '여성 속옷 세트', '이스트쿤스트', '크로우캐년', '트레이닝/조거 팬츠', '헤어 액세서리', '기타 휴대폰 액세서리', '언더웨어', '편안한', '그래픽', '모노톤']","[[ 30  30  30]
 [255 255 255]]"
340,집콕이 좋아,./image/image_341.jpg,"['봄', '홈웨어', '리튼', '엘르이너웨어', '여성 속옷 세트', '울랄라파자마', '쿠션/방석', '언더웨어', '편안한', '플라워', '셋업코디', '뉴트럴톤', '로고플레이']","[[132 128 103]
 [  0  21   0]
 [  0  80  47]
 [ 96 181 152]
 [255 219 253]
 [ 82  60  13]
 [118  77  95]
 [  0 129  49]]"
341,화사한 주말,./image/image_342.jpg,"['봄', '홈웨어', '그랭드보떼', '여성 속옷 세트', '예스', '울랄라파자마', '플라스틱아크', '헤어 액세서리', '휴대폰 케이스', '언더웨어', '편안한', '파스텔', '셋업코디', '레이스']","[[148 137 167]
 [199 135 125]]"
342,데일리 룩 추천,./image/image_343.jpg,"['봄', '캐주얼', '데님 팬츠', '리트리버클럽', '맨투맨/스웨트셔츠', '밀리언코르', '백팩', '블루종/MA-1', '스타일플랜', '알파 인더스트리', '이티씨이', '캔버스/단화', '캡/야구 모자', '포니', '캠퍼스', '꾸안꾸', '그래픽', '로고플레이', '와이드핏', '레터링', '워싱']","[[224 227 236]
 [ 50  50  50]
 [134 141 147]]"
343,힙한 무드,./image/image_344.jpg,"['봄', '스트릿', '니트/스웨터', '디퍼런트이즈.오케이', '라퍼지스토어', '레더/라이더스 재킷', '메신저/크로스 백', '세인트페인', '스칼렛또블랙', '키링/키케이스', '트레이닝/조거 팬츠', '플레이언', '유니크', '힙합', '심볼', '모노톤', '컬러블록', '레더']","[[ 16  16  16]
 [ 85  86  90]
 [255 254 248]]"
344,매력 만점,./image/image_345.jpg,"['댄디', '봄', '넘버링', '니트/스웨터', '데님 팬츠', '도프제이슨', '레더/라이더스 재킷', '르마드', '메신저/크로스 백', '목걸이/펜던트', '부츠', '스모크라이즈', '에스에스와이', '하이젠버그', '데이트', '모노톤', '워싱', '레더']",[[46 46 46]]
345,꾸안꾸가 대세,./image/image_346.jpg,"['봄', '캐주얼', '네이키드니스', '데님 팬츠', '맨투맨/스웨트셔츠', '반스', '백팩', '보드화', '스타디움 재킷', '애습', '제이든척', '챔피온', '캔버스/단화', '캡/야구 모자', '퍼스텝', '레터링', '꾸안꾸', '캠퍼스']","[[ 39  40  44]
 [254 255 255]]"
346,독보적인 개성,./image/image_347.jpg,"['봄', '스트릿', '글랙', '드네이지', '리베레코리아', '메신저/크로스 백', '섹스토', '스타디움 재킷', '엘엠씨', '캡/야구 모자', '트래블', '트레이닝/조거 팬츠', '팔찌', '후드 티셔츠', '그래픽', '카고', '심볼', '컬러블록', '유니크', '힙합', '모노톤', '체인']","[[ 51  51  51]
 [255 255 251]]"
347,캐주얼한 조합,./image/image_348.jpg,"['봄', '캐주얼', '데님 팬츠', '데밀', '맨투맨/스웨트셔츠', '메신저/크로스 백', '스타디움 재킷', '안경', '앰버옵티컬', '어반에이지', '질바이질스튜어트', '캐치볼', '캔버스/단화', '파르티멘토', '워싱', '코듀로이']","[[ 17  18  23]
 [ 92  97 117]]"
348,지적인 이미지,./image/image_349.jpg,"['봄', '포멀', '구두', '논픽', '니트/스웨터', '니티드', '브리프케이스', '슈트 팬츠/슬랙스', '슈트/블레이저 재킷', '쏘로굿', '씨오큐', '안경', '주앙옴므', '포디어웍스', '출근룩', '단정한', '핀턱']","[[ 30  31  36]
 [216 240 208]
 [154  91  76]]"
349,따라 입고 싶어,./image/image_350.jpg,"['봄', '캐주얼', '나일론/코치 재킷', '로드', '메신저/크로스 백', '비바스튜디오', '아메리칸니들', '어라운드투비', '에스피오나지', '우알롱', '캔버스/단화', '캡/야구 모자', '트레이닝/조거 팬츠', '후드 티셔츠', '레터링', '편안한', '꾸안꾸', '키높이', '컬러포인트']","[[ 23  23  25]
 [ 95  37  52]
 [  0  76  50]
 [155   4  55]]"
